Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Light color (product.metafields.shopify.light-color),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,5.5,,,,,RN-EME-SR-FL-SQ-02-55,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,6,,,,,RN-EME-SR-FL-SQ-02-06,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,6.5,,,,,RN-EME-SR-FL-SQ-02-65,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,7,,,,,RN-EME-SR-FL-SQ-02-07,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,7.5,,,,,RN-EME-SR-FL-SQ-02-75,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
celestial-blossom-pink-diamond-silver-ring,,,,,,,,,Dark Green,,,8,,,,,RN-EME-SR-FL-SQ-02-08,0.0,shopify,deny,manual,399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/light_blue_dark_green_17cdb0e0-bca3-4617-9e11-a238b4b79bec.jpg?v=1727528575,kg,,52.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,Azure Brilliance: Aquamarine Diamond Halo Ring,"<p>Crafted for the woman who values both elegance and sustainability, the Aquamarine and Diamond Halo Ring features a stunning cushion-cut lab-created aquamarine, radiating with its vibrant blue hue. The centerpiece is surrounded by a brilliant halo of lab-created diamonds, designed to enhance the sparkle and add an ethical touch to this luxurious piece. This aquamarine diamond ring is perfect for engagements, special occasions, or simply elevating your everyday look with timeless sophistication.</p>
<p><br>At Camille Elisa, we believe in combining luxury with responsibility. This aquamarine diamond engagement ring is set in premium sterling silver, offering both durability and a contemporary edge to the classic halo design. Whether worn as an engagement ring or as a unique addition to your jewelry collection, the aquamarine halo engagement ring symbolizes sophistication, sustainable craftsmanship, and effortless beauty.</p>
<p><strong>KEY FEATURES</strong><br></p>
<ul>
<li>
<strong>Center Stone</strong>: Cushion-cut lab-created aquamarine</li>
<li>
<strong>Accent Diamonds</strong>: Lab-created diamonds forming a halo and side accents for an ethical, brilliant sparkle</li>
<li>
<strong>Metal</strong>: Premium Sterling Silver</li>
<li>
<strong>Design</strong>: Classic halo setting with a contemporary twist</li>
<li>
<strong>Main Stone Size</strong>: 5.37 Carat</li>
</ul>",Camille Elisa,Apparel & Accessories,Ring,"Oceanic Heart, Rings, Timeless Memories",true,Color,Dark Blue,,Size,3,,Metal,Silver plated with Rhodium,,,0.0,shopify,deny,manual,319.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Azure_Brilliance_Aquamarine_Diamond_Halo_Ring_in_Sterling_Silver.jpg?v=1733433800,1,Azure Brilliance Aquamarine Diamond Halo Ring in Sterling Silver,false,,Shop the Azure Brilliance Aquamarine and Diamond Halo Ring. A stunning aquamarine gem surrounded by diamonds. Elevate your style—luxury and elegance in one!,,,,,,,,,,,,,'2,,,,,,,,,,,,,,,,,kg,,44.00,true,,,true,,,true,,,active
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,3.5,,,Silver plated with Rhodium,,,0.0,shopify,deny,manual,319.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Brilliance_Aquamarine_Diamond_Halo_Ring_in_Sterling_Silver.jpg?v=1725286169,2,Brilliance Aquamarine Diamond Halo Ring in Sterling Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,4,,,Silver plated with Rhodium,,,0.0,shopify,deny,manual,319.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Azure_Brilliance_Aquamarine_Diamond_Ring_in_Sterling_Silver.jpg?v=1725286209,3,Azure Brilliance Aquamarine Diamond  Ring in Sterling Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,4.5,,,Silver plated with Rhodium,,,0.0,shopify,deny,manual,319.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/37eab3600e344090ba7be8095ce5aa60.jpg?v=1731880116,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,5,,,Silver plated with Rhodium,,RN-AQU-SR-HL-SQ-01-05,0.0,shopify,deny,manual,319.00,,true,true,,,,,RN-AQU-SR-HL-SQ-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,5.5,,,Silver plated with Rhodium,,RN-AQU-SR-HL-SQ-01-55,0.0,shopify,continue,manual,319.00,,true,true,,,,,RN-AQU-SR-HL-SQ-01-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,6,,,Silver plated with Rhodium,,RN-AQU-SR-HL-SQ-01-06,0.0,shopify,continue,manual,319.00,,true,true,,,,,RN-AQU-SR-HL-SQ-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,6.5,,,Silver plated with Rhodium,,RN-AQU-SR-HL-SQ-01-65,0.0,shopify,deny,manual,319.00,,true,true,,,,,RN-AQU-SR-HL-SQ-01-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,7,,,Silver plated with Rhodium,,RN-AQU-SR-HL-SQ-01-07,0.0,shopify,continue,manual,319.00,,true,true,,,,,RN-AQU-SR-HL-SQ-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,7.5,,,Silver plated with Rhodium,,RN-AQU-SR-HL-SQ-01-75,0.0,shopify,continue,manual,319.00,,true,true,,,,,RN-AQU-SR-HL-SQ-01-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
azure-brilliance-aquamarine-diamond-halo-ring,,,,,,,,,Dark Blue,,,8,,,Silver plated with Rhodium,,,0.0,shopify,deny,manual,319.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,Radiant Blush: Pink Lab-Created Diamond Halo Ring,"<p>Crafted for the woman who embraces both luxury and sustainability, the Radiant Blush Pink Lab-Created Diamond Halo Ring features a vibrant cushion-cut pink lab-created diamond, surrounded by a halo of ethically sourced lab-created diamonds. The diamond ring with pink diamond is set in premium sterling silver, plated with rhodium for added durability and brilliance. The classic halo design, with a contemporary twist, highlights the vivid beauty of the center stone, making it perfect for engagements, special occasions, or as an elegant addition to any jewelry collection.</p>
<p>At Camille Elisa, we believe in merging timeless beauty with ethical craftsmanship. This pink diamond engagement ring embodies both, offering a sophisticated piece that radiates elegance. Whether for a wedding or a special celebration, this wedding ring with pink diamond makes a stunning and meaningful choice.</p>
<p><strong>KEY FEATURES</strong><br></p>
<ul>
<li>Center Stone: Cushion-cut lab-created pink diamond</li>
<li>Accent Diamonds: Halo and side accents of lab-created diamonds</li>
<li>Metal: Premium sterling silver plated with rhodium for a luminous finish</li>
<li>Design: Classic halo setting with a modern twist</li>
<li>Main Stone Size: 5.37 Carat</li>
</ul>
<p>This product is also available in Yellow, Green, and Blue.</p>",Camille Elisa,Apparel & Accessories > Jewelry > Rings,Ring,"bestseller, Rings",true,Color,Pink,,Size,3,,,,,RN-PIK-SR-HL-SQ-01-09,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Blush_Pink_Lab-Grown_Diamond_Halo_Ring_in_Sterling_Silver.jpg?v=1725368306,1,Radiant Blush Pink Lab-Grown Diamond Halo Ring in Sterling Silver ,false,,Discover elegance with the Radiant Blush: Pink Lab-Grown Diamond Halo Ring. Shine bright and make it yours today! Perfect for any occasion!,200,,adult,,,,,,,,,,,adults,,navy; yellow; green; pink,,diamond-ring-with-pink-diamond,lab-created-diamond; imitation-jewelry,,,,6-1; 5; 5-5; 6-5; 7; 9; 8-5; 6; 7-5,female,,,,,,kg,,43.00,true,,,true,,,true,,,active
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,3.5,,,,,RN-PIK-SR-HL-SQ-01-85,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Blush_Pink_Lab-Grown_Diamond_Halo_Ring_in_Sterling_Silver_1.jpg?v=1725368327,2,Radiant Blush Pink Lab-Grown Diamond Halo Ring in Sterling Silver 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,4,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Radiant_Blush_Pink_Lab-Grown_Diamond_Halo_Ring_in_Sterling_Silver_2.jpg?v=1725368367,3,Radiant Blush Pink Lab-Grown Diamond Halo Ring in Sterling Silver ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,4.5,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_bc70c540-1dee-4215-adb8-1cbc80cd1f04.jpg?v=1727529615,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,5,,,,,RN-PIK-SR-HL-SQ-01-05,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,5.5,,,,,RN-PIK-SR-HL-SQ-01-55,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_2afbfe14-0bd7-4d23-9954-ae88a4fbb9bd.jpg?v=1727530049,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,6,,,,,RN-PIK-SR-HL-SQ-01-06,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,6.5,,,,,RN-PIK-SR-HL-SQ-01-65,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,7,,,,,RN-PIK-SR-HL-SQ-01-07,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,7.5,,,,,RN-PIK-SR-HL-SQ-01-75,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,Pink,,,8,,,,,RN-PIK-SR-HL-SQ-01-08,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,3,,,,,RN-SAP-SR-HL-SQ-01-09,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,3.5,,,,,RN-SAP-SR-HL-SQ-01-85,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,4,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,4.5,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,5,,,,,RN-SAP-SR-HL-SQ-01-05,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,5.5,,,,,RN-SAP-SR-HL-SQ-01-55,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,6,,,,,RN-SAP-SR-HL-SQ-01-06,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,6.5,,,,,RN-SAP-SR-HL-SQ-01-65,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,7,,,,,RN-SAP-SR-HL-SQ-01-07,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,7.5,,,,,RN-SAP-SR-HL-SQ-01-75,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,navy,,,8,,,,,RN-SAP-SR-HL-SQ-01-08,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_e67c66f6-a962-4917-be80-5204876e0b2d.jpg?v=1727530021,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,3,,,,,RN-AQU-SR-HL-SQ-01-09,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,3.5,,,,,RN-AQU-SR-HL-SQ-01-85,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,4,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,4.5,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,5,,,,,RN-AQU-SR-HL-SQ-01-05,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,5.5,,,,,RN-AQU-SR-HL-SQ-01-55,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,6,,,,,RN-AQU-SR-HL-SQ-01-06,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,6.5,,,,,RN-AQU-SR-HL-SQ-01-65,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,7,,,,,RN-AQU-SR-HL-SQ-01-07,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,7.5,,,,,RN-AQU-SR-HL-SQ-01-75,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,light blue,,,8,,,,,RN-AQU-SR-HL-SQ-01-08,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,3,,,,,RN-EME-SR-HL-SQ-01-09,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_bc70c540-1dee-4215-adb8-1cbc80cd1f04.jpg?v=1727529615,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,3.5,,,,,RN-EME-SR-HL-SQ-01-85,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_bc70c540-1dee-4215-adb8-1cbc80cd1f04.jpg?v=1727529615,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,4,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,4.5,,,,,,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,5,,,,,RN-EME-SR-HL-SQ-01-05,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_bc70c540-1dee-4215-adb8-1cbc80cd1f04.jpg?v=1727529615,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,5.5,,,,,RN-EME-SR-HL-SQ-01-55,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_bc70c540-1dee-4215-adb8-1cbc80cd1f04.jpg?v=1727529615,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,6,,,,,RN-EME-SR-HL-SQ-01-06,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_bc70c540-1dee-4215-adb8-1cbc80cd1f04.jpg?v=1727529615,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,6.5,,,,,RN-EME-SR-HL-SQ-01-65,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_bc70c540-1dee-4215-adb8-1cbc80cd1f04.jpg?v=1727529615,kg,,43.00,,,,,,,,,,
radiant-blush-pink-lab-grown-diamond-halo-ring,,,,,,,,,green,,,7,,,,,RN-EME-SR-HL-SQ-01-07,0.0,shopify,deny,manual,299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0866/5120/7992/files/Yellow_dark_green_navy_bc70c540-1dee-4215-adb8-1cbc80cd1f04.jpg?v=1727529615,kg,,43.00,,,,,,,,,,
